LithSheet.Winows.Title,Lith的超级粉丝表,
LithSheet.Winows.OperationTip,键盘上下滚动列表,
LithSheet.LineTitle.NickName,昵称,
LithSheet.LineTitle.RealName,真名,
LithSheet.LineTitle.Level,荣耀等级,
LithSheet.LineTitle.RoyalLevel,皇家等级,
LithSheet.LineTitle.Date,骑士到期,
LithSheet.LineTitle.Like,偏好,
LithSheet.LineTitle.Hate,雷点,
LithSheet.LineTitle.TIps,备注,
LithSheet.LineTitle.Birthday,生日,
LithSheet.Line1.NickName,麻生苇竹,
LithSheet.Line1.RealName,Meeka,
LithSheet.Line1.Level,28,
LithSheet.Line1.RoyalLevel,14,
LithSheet.Line1.Date,7月16日,
LithSheet.Line1.Like,手工，家长里短,
LithSheet.Line1.Hate,纹身，,
LithSheet.Line1.TIps,礼物稳定，太啰嗦，慎接语音,
LithSheet.Line1.Birthday,7月19日,
LithSheet.Line2.NickName,多多爱学习,
LithSheet.Line2.RealName,Dom,
LithSheet.Line2.Level,40,
LithSheet.Line2.RoyalLevel,33,
LithSheet.Line2.Date,12月3日,
LithSheet.Line2.Like,"魔法，语C，表演型人格
敌对皇家魔法学院
有野心，擅长贸易业务",
LithSheet.Line2.Hate,/,
LithSheet.Line2.TIps,受过女人的伤？工地大哥,
LithSheet.Line2.Birthday,2月10,
LithSheet.Line3.NickName,Woooods,
LithSheet.Line3.RealName,不知道,
LithSheet.Line3.Level,24,
LithSheet.Line3.RoyalLevel,11,
LithSheet.Line3.Date,6月30,
LithSheet.Line3.Like,/,
LithSheet.Line3.Hate,所有，小心,
LithSheet.Line3.TIps,二创切片，精神病史，想办法脱身,
LithSheet.Line3.Birthday,3月31,
LithSheet.Line4.NickName,Aspen_Offical,
LithSheet.Line4.RealName,Penny,
LithSheet.Line4.Level,20,
LithSheet.Line4.RoyalLevel,10,
LithSheet.Line4.Date,6月14,
LithSheet.Line4.Like,游戏，黄油菠萝包，好像对我有意思？,
LithSheet.Line4.Hate,赛博生命,
LithSheet.Line4.TIps,是赛博生命？谨慎,
LithSheet.Line4.Birthday,不知道,
LithSheet.Line5.NickName,发明王小明,
LithSheet.Line5.RealName,Deans,
LithSheet.Line5.Level,9,
LithSheet.Line5.RoyalLevel,5,
LithSheet.Line5.Date,7月16,
LithSheet.Line5.Like,唱歌,
LithSheet.Line5.Hate,/,
LithSheet.Line5.TIps,初中生？在线时间短，转化差，小心未成年,
LithSheet.Line5.Birthday,/,
